Reference;Family;Genus;Species;Binomial;Group;life_span;growth_form;sla;sla_sd;sla_se;max_height;min_height;herbivores;tm;tm_var;tm_sd;tm_se;occ;Complete Reference
Parzies_(2000);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.012;;;;295795;Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.
Parzies_(2000);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.012;;;;295795;Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.
Parzies_(2000);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.03;;;;295795;Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.
Parzies_(2000);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.013;;;;295795;Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.
Parzies_(2000);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.023;;;;295795;Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.
Parzies_(2000);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.017;;;;295795;Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.
Parzies_(2000);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.023;;;;295795;Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.
Parzies_(2000);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.015;;;;295795;Parzies, H. K., W. Spoor, and R. A. Ennos. 2000. Outcrossing rates of barley landraces from Syria. Plant Breeding 119:520_522.
Abdel_(2004);Poaceae;Hordeum;vulgare;Hordeum_vulgare;M;Annual;Graminoid;21.96;;;1.5;0.6;22;0.002;;;;295795;Abdel_Ghani, A. H., H. K. Parzies, A. Omary, and H. H. Geiger. 2004. Estimating the outcrossing rate of barley landraces and wild barley populations collected from ecologically different regions of Jordan. Theoretical and Applied Genetics 109:588_595.
Waller_(1989);Balsaminaceae;Impatiens;capensis;Impatiens_capensis;D;Annual;Herb;54.3;;;0.6;0.2;1;0.467;;;0.106;15016;Waller DM, SE Knight. 1989. Genetic consequences of outcrossing in the cleistogamous annual, Impatiens capensis. II. Outcrossing rates and genotypic correlations. Evolution 43:860_869.
Waller_(1989);Balsaminaceae;Impatiens;capensis;Impatiens_capensis;D;Annual;Herb;54.3;;;0.6;0.2;1;0.678;;;0.13;15016;Waller DM, SE Knight. 1989. Genetic consequences of outcrossing in the cleistogamous annual, Impatiens capensis. II. Outcrossing rates and genotypic correlations. Evolution 43:860_869.
Waller_(1989);Balsaminaceae;Impatiens;capensis;Impatiens_capensis;D;Annual;Herb;54.3;;;0.6;0.2;1;0.432;;;0.082;15016;Waller DM, SE Knight. 1989. Genetic consequences of outcrossing in the cleistogamous annual, Impatiens capensis. II. Outcrossing rates and genotypic correlations. Evolution 43:860_869.
Waller_(1989);Balsaminaceae;Impatiens;capensis;Impatiens_capensis;D;Annual;Herb;54.3;;;0.6;0.2;1;0.615;;;0.083;15016;Waller DM, SE Knight. 1989. Genetic consequences of outcrossing in the cleistogamous annual, Impatiens capensis. II. Outcrossing rates and genotypic correlations. Evolution 43:860_869.
Waller_(1989);Balsaminaceae;Impatiens;capensis;Impatiens_capensis;D;Annual;Herb;54.3;;;0.6;0.2;1;0.489;;;0.086;15016;Waller DM, SE Knight. 1989. Genetic consequences of outcrossing in the cleistogamous annual, Impatiens capensis. II. Outcrossing rates and genotypic correlations. Evolution 43:860_869.
Waller_(1989);Balsaminaceae;Impatiens;capensis;Impatiens_capensis;D;Annual;Herb;54.3;;;0.6;0.2;1;0.295;;;0.084;15016;Waller DM, SE Knight. 1989. Genetic consequences of outcrossing in the cleistogamous annual, Impatiens capensis. II. Outcrossing rates and genotypic correlations. Evolution 43:860_869.
Lu_(2000);Balsaminaceae;Impatiens;capensis;Impatiens_capensis;D;Annual;Herb;54.3;;;0.6;0.2;1;0.127;;;;15016;Lu, Y. 2000. Effects of density on mixed mating systems and reproduction in natural populations of Impatiens capensis. International Journal of Plant Science 161:671_681.
Bai_(2007);Juglandaceae;Juglans;mandshurica;Juglans_mandshurica;D;Perennial;Tree;54.3;;;20.03978637;;1;0.99;;;;1936;Bai, W. N., Zeng, Y. F., Zhang, D. Y. 2007. Mating patterns and pollen dispersal in a heterodichogamous tree, Juglans mandshurica (Juglandaceae). New Phytologist. 176: 699-707.
Lewandowski_(1991);Pinaceae;Larix;decidua;Larix_decidua;G;Perennial;Tree;9.81;0.447;0.2;35;;33;0.943;;;;79529;Lewandowski A., Burczyk J., L. Mejnartowicz. 1991. Genetic structure and the mating system in old stand of Polish larch. Silvae Genetica 40(2):75_79.
Lewandowski_(2000);Pinaceae;Larix;decidua;Larix_decidua;G;Perennial;Tree;9.81;0.447;0.2;35;;33;0.675;;0.045;;79529;Lewandowski, A., and J. Burczyk. 2000. Mating system and genetic diversity in natural populations of European larch (Larix decidua) and stone pine (Pinus cembra) located at higher elevations. Silvae Genetica 49:158_161.
Godt_(1991);Fabaceae;Lathyrus;latifolius;Lathyrus_latifolius;D;Perennial;Liana;19.57;;;3;1;11;0.843;;;0.023;33203;Godt MJW, JL Hamrick. 1991. Estimates of outcrossing rates in Lathyrus latifolius populations. Genome 34:988_992
Godt_(1991);Fabaceae;Lathyrus;latifolius;Lathyrus_latifolius;D;Perennial;Liana;19.57;;;3;1;11;0.733;;;0.058;33203;Godt MJW, JL Hamrick. 1991. Estimates of outcrossing rates in Lathyrus latifolius populations. Genome 34:988_992
Godt_(1991);Fabaceae;Lathyrus;latifolius;Lathyrus_latifolius;D;Perennial;Liana;19.57;;;3;1;11;0.809;;;0.021;33203;Godt MJW, JL Hamrick. 1991. Estimates of outcrossing rates in Lathyrus latifolius populations. Genome 34:988_992
Godt_(1991);Fabaceae;Lathyrus;latifolius;Lathyrus_latifolius;D;Perennial;Liana;19.57;;;3;1;11;0.87;;;0.025;33203;Godt MJW, JL Hamrick. 1991. Estimates of outcrossing rates in Lathyrus latifolius populations. Genome 34:988_992
Godt_(1991);Fabaceae;Lathyrus;latifolius;Lathyrus_latifolius;D;Perennial;Liana;19.57;;;3;1;11;0.867;;;0.028;33203;Godt MJW, JL Hamrick. 1991. Estimates of outcrossing rates in Lathyrus latifolius populations. Genome 34:988_992
Godt_(1991);Fabaceae;Lathyrus;latifolius;Lathyrus_latifolius;D;Perennial;Liana;19.57;;;3;1;11;0.702;;;0.026;33203;Godt MJW, JL Hamrick. 1991. Estimates of outcrossing rates in Lathyrus latifolius populations. Genome 34:988_992
Godt_(1991);Fabaceae;Lathyrus;latifolius;Lathyrus_latifolius;D;Perennial;Liana;19.57;;;3;1;11;0.822;;;0.021;33203;Godt MJW, JL Hamrick. 1991. Estimates of outcrossing rates in Lathyrus latifolius populations. Genome 34:988_992
Horneburg_(2006);Fabaceae;Lens;culinaris;Lens_culinaris;D;Annual;Herb;22.10535471;;;0.3;0.15;7;0.019;;;;43779;Horneburg 2006. Outcrossing in lentil (Lens culinaris) depends on cultivar, location and year, and varies within cultivars. PLANT BREEDING 125 (6): 638_640 
Mitton_UnpData;Poaceae;Lolium;multiflorum;Lolium_multiflorum;M;Biennial;Graminoid;36.25;;;0.5;0.15;2;0.82;;;;68007;Mitton et al. unpublished data
Lopes_(2002);Malpighiaceae;Malpighia;emarginata;Malpighia_emarginata;D;Perennial;Tree;27.76509983;;;8.073635074;;1;1.013;;;;672;Lopes, R., C. H. Bruckner, and M. T. G. Lopes. 2002. Estimation of outcrossing rates in acerola (Malpighia emarginata) based on isoenzymic data. Pesquisa Agropecuaria Brasileira 37:321_327.
Crawford_(1984);Malvaceae;Malva;moschata;Malva_moschata;D;Perennial;Herb;20.03;;;0.8;0.15;3;0.64;;;;73573;Crawford TJ. 1984. What is a population?. In Shorrocks, B (ed) Evolutionary Ecology. Blackwell Scientific, Oxford UK: 135_173
Silva_(2003);Euphorbiaceae;Manihot;esculenta;Manihot_esculenta;D;Perennial;Shrub;36.28164111;;;5.068674638;;1;0.915;;;0.04;89428;da Silva, R. M., G. Bandel, and P. S. Martins. 2003. Mating system in an experimental garden composed of cassava (Manihot esculenta Crantz) ethnovarieties. Euphytica 134:127_135.
Jain_(1975)b;Fabaceae;Medicago;polymorpha;Medicago_polymorpha;D;Annual;Herb;20.13;;;0.8;0.05;2;0.082;;;;50849;Jain, S. K. 1975. Population structure and the effects of breeding system. Pp. 15_36 in O. H. Frankel and J. G. Hakwes, eds. Crop genetics resources for today and tomorrow. Cambridge University Press, Cambridge, U.K.
Bonnin_(2001);Fabaceae;Medicago;truncatula;Medicago_truncatula;D;Annual;Herb;27.65222492;;;0.837297084;;1;0.037;;;;15974;Bonnin, I., J. Ronfort, F. Wozniak, and I. Olivieri. 2001. Spatial effects and rare outcrossing events in Medicago truncatula (Fabaceae)
Siol_(2008);Fabaceae;Medicago;truncatula;Medicago_truncatula;D;Annual;Herb;27.65222492;;;0.837297084;;1;0.012;;;;15974;Siol, M. Prosperi, J. M., Bonnin, I., Ronfort, J. 2008. How multilocus genotypic pattern helps to understand the history of selfing populations: a case study in Medicago truncatula. Heredity. 100: 517-525. 
Korbecka_(2011);Euphorbiaceae;Mercurialis;annua;Mercurialis_annua;D;Annual;Herb;49.23;;;0.5;0.1;4;0.516;;;0.066;84456;Grazyna Korbecka, Alastair Hamilton and John R. Pannell. 2011. Mixed mating in androdioecious Mercurialis annua inferred using progeny arrays and diploid_acting microsatellite loci in a hexaploid background. Annals of Botany 107: 1057_1061.
Korbecka_(2011);Euphorbiaceae;Mercurialis;annua;Mercurialis_annua;D;Annual;Herb;49.23;;;0.5;0.1;4;0.643;;;0.045;84456;Grazyna Korbecka, Alastair Hamilton and John R. Pannell. 2011. Mixed mating in androdioecious Mercurialis annua inferred using progeny arrays and diploid_acting microsatellite loci in a hexaploid background. Annals of Botany 107: 1057_1061.
Gonzalez-varo_(2009);Myrtaceae;Myrtus;communis;Myrtus_communis;D;Perennial;Shrub;10.39;;;7.505033524;;1;0.3535;;;;12679;Juan P. Gonza_lez_Varo, Rafael G. Albaladejo, Abelardo Aparicio. 2009. Mating patterns and spatial distribution of conspecific neighbours in the Mediterranean shrub Myrtus communis (Myrtaceae). Plant Ecol 203:207_215.
Gonzalez-varo_(2012);Myrtaceae;Myrtus;communis;Myrtus_communis;D;Perennial;Shrub;10.39;;;7.505033524;;1;0.72;;;0.12;12679;"Gonzalez-Varo	2012	Gonzalez-Varo, J. P., A. Aparicio, S. Lavergne, J. Arroyo, and R. G. Albaladejo. 2012. Contrasting heterozygosity-fitness correlations between populations of a self-compatible shrub in a fragmented landscape. Genetica 140:31-38."
Gonzalez-varo_(2012);Myrtaceae;Myrtus;communis;Myrtus_communis;D;Perennial;Shrub;10.39;;;7.505033524;;1;0.51;;;0.12;12679;"Gonzalez-Varo	2012	Gonzalez-Varo, J. P., A. Aparicio, S. Lavergne, J. Arroyo, and R. G. Albaladejo. 2012. Contrasting heterozygosity-fitness correlations between populations of a self-compatible shrub in a fragmented landscape. Genetica 140:31-38."
Gonzalez-varo_(2012);Myrtaceae;Myrtus;communis;Myrtus_communis;D;Perennial;Shrub;10.39;;;7.505033524;;1;0.46;;;0.11;12679;"Gonzalez-Varo	2012	Gonzalez-Varo, J. P., A. Aparicio, S. Lavergne, J. Arroyo, and R. G. Albaladejo. 2012. Contrasting heterozygosity-fitness correlations between populations of a self-compatible shrub in a fragmented landscape. Genetica 140:31-38."
Gonzalez-varo_(2012);Myrtaceae;Myrtus;communis;Myrtus_communis;D;Perennial;Shrub;10.39;;;7.505033524;;1;0.23;;;0.07;12679;"Gonzalez-Varo	2012	Gonzalez-Varo, J. P., A. Aparicio, S. Lavergne, J. Arroyo, and R. G. Albaladejo. 2012. Contrasting heterozygosity-fitness correlations between populations of a self-compatible shrub in a fragmented landscape. Genetica 140:31-38."
Gonzalez-varo_(2012);Myrtaceae;Myrtus;communis;Myrtus_communis;D;Perennial;Shrub;10.39;;;7.505033524;;1;0.13;;;0.1;12679;"Gonzalez-Varo	2012	Gonzalez-Varo, J. P., A. Aparicio, S. Lavergne, J. Arroyo, and R. G. Albaladejo. 2012. Contrasting heterozygosity-fitness correlations between populations of a self-compatible shrub in a fragmented landscape. Genetica 140:31-38."
Krishnan_(1981);Lamiaceae;Ocimum;basilicum;Ocimum_basilicum;D;Perennial;Herb;15.07877184;;;1.543803148;;5;0.667;;;;4766;Krishnan R. 1981. Natural outcrossing in sweet basil Ocimum basilicum L. Indian Perfumer 23(3/4):74_77. 
Michalakis_(1993);Asteraceae;Onopordum;illyricum;Onopordum_illyricum;D;Biennial;Herb;22.20102356;;;1.112656628;;1;0.568;;;;2253;Michalakis Y, Derancourt F, No_l V, C Espiau. 1993. A first estimation of the mating system of Onopordum illyricum (L.) and its relevance to the invasion of Australia. Acta Oecologica 14:539_545
Humphreys_(1974);Papaveraceae;Papaver;dubium;Papaver_dubium;D;Annual;Herb;23.43;;;1;0.04;6;0.24;;;;79186;Humphreys MO, JS Gale. 1974. Variation in wild populations of Papaver dubium. VIII. The mating system. Heredity 33:33_41
Patra_(1992);Papaveraceae;Papaver;somniferum;Papaver_somniferum;D;Annual;Herb;38.23;;;1.1;0.3;7;0.229;;;;30123;Patra NK, RS Ram, et al.. 1992. Quantitative studies on the mating system of opium poppy (Papaver somniferum L.). Theor Appl Genet 84(3_4):299_302
Patra_(1992);Papaveraceae;Papaver;somniferum;Papaver_somniferum;D;Annual;Herb;38.23;;;1.1;0.3;7;0.175;;;;30123;Patra NK, RS Ram, et al.. 1992. Quantitative studies on the mating system of opium poppy (Papaver somniferum L.). Theor Appl Genet 84(3_4):299_302
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.268;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.141;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.082;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.082;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.081;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.074;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.057;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.056;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Bi_(2005);Fabaceae;Phaseolus;lunatus;Phaseolus_lunatus;D;Annual;Liana;22.74084246;;;12.18981406;;1;0.027;;;;17775;Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
Jesson_(2006);Xanthorrhoeaceae;Phormium;tenax;Phormium_tenax;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;1;;;0.107;4287;Jesson et al. 2006. Competition_dependent incompatibility in Phormium tenax: does self_fertilisation provide reproductive assurance? NEW ZEALAND JOURNAL OF BOTANY 44 (3): 249_259 
Jesson_(2006);Xanthorrhoeaceae;Phormium;tenax;Phormium_tenax;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;0.977;;;0.051;4287;Jesson et al. 2006. Competition_dependent incompatibility in Phormium tenax: does self_fertilisation provide reproductive assurance? NEW ZEALAND JOURNAL OF BOTANY 44 (3): 249_259 
Jesson_(2006);Xanthorrhoeaceae;Phormium;tenax;Phormium_tenax;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;0.969;;;0.068;4287;Jesson et al. 2006. Competition_dependent incompatibility in Phormium tenax: does self_fertilisation provide reproductive assurance? NEW ZEALAND JOURNAL OF BOTANY 44 (3): 249_259 
Jesson_(2006);Xanthorrhoeaceae;Phormium;tenax;Phormium_tenax;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;0.911;;;0.112;4287;Jesson et al. 2006. Competition_dependent incompatibility in Phormium tenax: does self_fertilisation provide reproductive assurance? NEW ZEALAND JOURNAL OF BOTANY 44 (3): 249_259 
Howell_(2013);Xanthorrhoeaceae;Phormium;tenax;Phormium_tenax;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;1;;;0;4287;"	Howell, V. and L. K. Jesson. 2013. The effect of bird and bee visitation on pollination and reproductive success in Phormium tenax. New Zealand Journal of Botany 51:194-205."
Howell_(2013);Xanthorrhoeaceae;Phormium;tenax;Phormium_tenax;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;0.874;;;0.056;4287;"	Howell, V. and L. K. Jesson. 2013. The effect of bird and bee visitation on pollination and reproductive success in Phormium tenax. New Zealand Journal of Botany 51:194-205."
Howell_(2013);Xanthorrhoeaceae;Phormium;tenax;Phormium_tenax;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;0.816;;;0.106;4287;"	Howell, V. and L. K. Jesson. 2013. The effect of bird and bee visitation on pollination and reproductive success in Phormium tenax. New Zealand Journal of Botany 51:194-205."
Howell_(2013);Xanthorrhoeaceae;Phormium;tenax;Phormium_tenax;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;0.81;;;0.074;4287;"	Howell, V. and L. K. Jesson. 2013. The effect of bird and bee visitation on pollination and reproductive success in Phormium tenax. New Zealand Journal of Botany 51:194-205."
Lundquist_(1979);Pinaceae;Picea;abies;Picea_abies;G;Perennial;Tree;2.61;0.34;0.17;50;;108;0.929;;;;344933;Lundquist, K. 1979. Allozyme frequency distributions in four Swedish populations of Norway spruce (Picea abies Ok.). I. Estimation of genetic variation within and among populations, genetic linkage and a mating system parameter. Hereditas 90:127_143.
Lundquist_(1979);Pinaceae;Picea;abies;Picea_abies;G;Perennial;Tree;2.61;0.34;0.17;50;;108;0.892;;;;344933;Lundquist, K. 1979. Allozyme frequency distributions in four Swedish populations of Norway spruce (Picea abies Ok.). I. Estimation of genetic variation within and among populations, genetic linkage and a mating system parameter. Hereditas 90:127_143.
Lundquist_(1979);Pinaceae;Picea;abies;Picea_abies;G;Perennial;Tree;2.61;0.34;0.17;50;;108;0.872;;;;344933;Lundquist, K. 1979. Allozyme frequency distributions in four Swedish populations of Norway spruce (Picea abies Ok.). I. Estimation of genetic variation within and among populations, genetic linkage and a mating system parameter. Hereditas 90:127_143.
Morgante_(1991);Pinaceae;Picea;abies;Picea_abies;G;Perennial;Tree;2.61;0.34;0.17;50;;108;0.956;;;;344933;Morgante, M., G. G. Vendramin, and P. Rossi. 1991. Effects of Stand Density on Outcrossing Rate in 2 Norway Spruce (Picea abies) Populations. Canadian Journal of Botany 69:2704_2708.
Morgante_(1991);Pinaceae;Picea;abies;Picea_abies;G;Perennial;Tree;2.61;0.34;0.17;50;;108;0.955;;;;344933;Morgante, M., G. G. Vendramin, and P. Rossi. 1991. Effects of Stand Density on Outcrossing Rate in 2 Norway Spruce (Picea abies) Populations. Canadian Journal of Botany 69:2704_2708.
Paule_(1993);Pinaceae;Picea;abies;Picea_abies;G;Perennial;Tree;2.61;0.34;0.17;50;;108;0.95;;;;344933;Paule, L., D. Lindgren, and R. Yazdani. 1993. Allozyme Frequencies, Outcrossing Rate and Pollen Contamination in Picea abies Seed Orchards. Scandinavian Journal of Forest Research 8:8_17.
Paule_(1993);Pinaceae;Picea;abies;Picea_abies;G;Perennial;Tree;2.61;0.34;0.17;50;;108;0.98;;;;344933;Paule, L., D. Lindgren, and R. Yazdani. 1993. Allozyme Frequencies, Outcrossing Rate and Pollen Contamination in Picea abies Seed Orchards. Scandinavian Journal of Forest Research 8:8_17.
Cheliak_(1985);Pinaceae;Picea;glauca;Picea_glauca;G;Perennial;Tree;26.7;;;30;;4;0.98;;;;3042388;Cheliak, W. M., J. A. Pitel, and G. Murray. 1985. Population structure and the mating system of white spruce. Canadian Journal of Forest Science 15:301_308.
Innes_(1990);Pinaceae;Picea;glauca;Picea_glauca;G;Perennial;Tree;26.7;;;30;;4;0.76;;;0.05;3042388;Innes D.J., G.G. Ringius. 1990. Mating system and genetic structure of two populations of white spruce (Picea glauca) in eastern Newfoundland. Can J Bot 68:1661_1666.
Innes_(1990);Pinaceae;Picea;glauca;Picea_glauca;G;Perennial;Tree;26.7;;;30;;4;0.7;;;0.1;3042388;Innes D.J., G.G. Ringius. 1990. Mating system and genetic structure of two populations of white spruce (Picea glauca) in eastern Newfoundland. Can J Bot 68:1661_1666.
Oconnell_(2006);Pinaceae;Picea;glauca;Picea_glauca;G;Perennial;Tree;26.7;;;30;;4;0.94;;;;3042388;O'Connell et al. 2006. Impacts of forest fragmentation on the mating system and genetic diversity of white spruce (Picea glauca) at the landscape level . HEREDITY 97 (6): 418_426 
Tomita_(2008);Pinaceae;Picea;jezoensis;Picea_jezoensis;G;Perennial;Tree;4.815607706;;;51.7625742;;2;0.9595;;;;912;Motoshi Tomita, Hideyuki Saito , Yoshihisa Suyama. 2008. Effect of local stand density on reproductive processes of the sub_boreal conifer Picea jezoensis Carr. (Pinaceae). Forest Ecology and Management 256:1350_1355.
Boyle_(1986);Pinaceae;Picea;mariana;Picea_mariana;G;Perennial;Tree;10.78;;;44.51453294;;1;0.924;;;;4137;Boyle T.J.B., E.K. Morgenstern. 1986. Estimates of outcrossing rates in six populations of black spruce in central New Brunswick. Silvae Genet. 35: 102_106.
Barrett_(1987);Pinaceae;Picea;mariana;Picea_mariana;G;Perennial;Tree;10.78;;;44.51453294;;1;0.7;;;;4137;Barrett, J. W., P. Knowles, and w. M. Cheliak. 1987. The mating system in a black spruce clonal orchard. Canadian Journal of Forest Science 17:379_382.
Barrett_(1987);Pinaceae;Picea;mariana;Picea_mariana;G;Perennial;Tree;10.78;;;44.51453294;;1;0.837;;;;4137;Barrett, J. W., P. Knowles, and w. M. Cheliak. 1987. The mating system in a black spruce clonal orchard. Canadian Journal of Forest Science 17:379_382.
Chaisurusri_(1994);Pinaceae;Picea;sitchensis;Picea_sitchensis;G;Perennial;Tree;6.3;;;60;;4;0.923;;;;34839;Chaisurisri K, Mitton JB, YA El_Kassaby. 1994. Variation in the mating system of Sitka spruce (Picea sitchensis): evidence for partial assortative mating. Am J Bot 81:1410_1415
Mimura_(2007);Pinaceae;Picea;sitchensis;Picea_sitchensis;G;Perennial;Tree;6.3;;;60;;4;0.904;;;0.022;34839;Mimura, M, Aitken, SN. 2007. INCREASED SELFING AND DECREASED EFFECTIVE POLLEN DONOR NUMBER IN PERIPHERAL RELATIVE TO CENTRAL POPULATIONS IN PICEA SITCHENSIS (PINACEAE). American Journal of Botany 94(6): 991_998.
Mimura_(2007);Pinaceae;Picea;sitchensis;Picea_sitchensis;G;Perennial;Tree;6.3;;;60;;4;0.648;;;0.03;34839;Mimura, M, Aitken, SN. 2007. INCREASED SELFING AND DECREASED EFFECTIVE POLLEN DONOR NUMBER IN PERIPHERAL RELATIVE TO CENTRAL POPULATIONS IN PICEA SITCHENSIS (PINACEAE). American Journal of Botany 94(6): 991_998.
Mimura_(2007);Pinaceae;Picea;sitchensis;Picea_sitchensis;G;Perennial;Tree;6.3;;;60;;4;0.976;;;0.017;34839;Mimura, M, Aitken, SN. 2007. INCREASED SELFING AND DECREASED EFFECTIVE POLLEN DONOR NUMBER IN PERIPHERAL RELATIVE TO CENTRAL POPULATIONS IN PICEA SITCHENSIS (PINACEAE). American Journal of Botany 94(6): 991_998.
Mimura_(2007);Pinaceae;Picea;sitchensis;Picea_sitchensis;G;Perennial;Tree;6.3;;;60;;4;0.879;;;0.022;34839;Mimura, M, Aitken, SN. 2007. INCREASED SELFING AND DECREASED EFFECTIVE POLLEN DONOR NUMBER IN PERIPHERAL RELATIVE TO CENTRAL POPULATIONS IN PICEA SITCHENSIS (PINACEAE). American Journal of Botany 94(6): 991_998.
Mimura_(2007);Pinaceae;Picea;sitchensis;Picea_sitchensis;G;Perennial;Tree;6.3;;;60;;4;0.915;;;0.02;34839;Mimura, M, Aitken, SN. 2007. INCREASED SELFING AND DECREASED EFFECTIVE POLLEN DONOR NUMBER IN PERIPHERAL RELATIVE TO CENTRAL POPULATIONS IN PICEA SITCHENSIS (PINACEAE). American Journal of Botany 94(6): 991_998.
Mimura_(2007);Pinaceae;Picea;sitchensis;Picea_sitchensis;G;Perennial;Tree;6.3;;;60;;4;0.848;;;0.026;34839;Mimura, M, Aitken, SN. 2007. INCREASED SELFING AND DECREASED EFFECTIVE POLLEN DONOR NUMBER IN PERIPHERAL RELATIVE TO CENTRAL POPULATIONS IN PICEA SITCHENSIS (PINACEAE). American Journal of Botany 94(6): 991_998.
Cheliak_(1985)b;Pinaceae;Pinus;banksiana;Pinus_banksiana;G;Perennial;Tree;26.2;;;37.2264002;;2;0.88;;;;3600;Cheliak WM, Dancik BP, Morgan K, Yeh FCH, C Strobeck. 1985b. Temporal variation of the mating system in a natural population of jack pine. Genetics 109:569_584
Epperson_(1984);Pinaceae;Pinus;contorta;Pinus_contorta;G;Perennial;Tree;22.03722488;;;37.67132369;;4;1.03;;;0.04;9761;Epperson BK, RW Allard. 1984. Allozyme analysis of the mating system in lodgepole pine populations. J. Heredity 75(3):212_214
Epperson_(1984);Pinaceae;Pinus;contorta;Pinus_contorta;G;Perennial;Tree;22.03722488;;;37.67132369;;4;0.95;;;0.04;9761;Epperson BK, RW Allard. 1984. Allozyme analysis of the mating system in lodgepole pine populations. J. Heredity 75(3):212_214
Sorensen_(2001);Pinaceae;Pinus;contorta;Pinus_contorta;G;Perennial;Tree;22.03722488;;;37.67132369;;4;0.787;;;;9761;Sorensen FC. 2001. Effect of population outcrossing rate on inbreeding depression in Pinus contorta_murrayana seedlings. Scandinavian Journal of Forest Research 16:391_403
