Reference;Family;Genus;Species;Binomial;Group;life_span;growth_form;sla;sla_sd;sla_se;max_height;min_height;herbivores;tm;tm_var;tm_sd;tm_se;occ;Complete Reference
Sorensen_(2001);Pinaceae;Pinus;contorta;Pinus_contorta;G;Perennial;Tree;22.03722488;;;37.67132369;;4;0.983;;;;9761;Sorensen FC. 2001. Effect of population outcrossing rate on inbreeding depression in Pinus contorta_murrayana seedlings. Scandinavian Journal of Forest Research 16:391_403
Sorensen_(2001);Pinaceae;Pinus;contorta;Pinus_contorta;G;Perennial;Tree;22.03722488;;;37.67132369;;4;0.98;;;;9761;Sorensen FC. 2001. Effect of population outcrossing rate on inbreeding depression in Pinus contorta_murrayana seedlings. Scandinavian Journal of Forest Research 16:391_403
Lian_(2001);Pinaceae;Pinus;densiflora;Pinus_densiflora;G;Perennial;Tree;7.905825232;;;40.98729976;;1;0.955;;;;5180;Lian C, Miwa M, T Hogetsu. 2001. Outcrossing and paternity analysis of Pinus densiflora (Japanese red pine) by microsatellite polymorphism. Heredity 87:88_98
Morgante_(1991)b;Pinaceae;Pinus;heldreichii;Pinus_heldreichii;G;Perennial;Tree;9.162894007;;;38.82622752;;2;0.765;;;0.032;292;Morgante, M., Vendramin G. G., and Olivieri, A. M. 1991. Mating system analysis in Pinus leucodermis Ant.: detection of self-fertilization in natural populations. Heredity. 67: 197-203.
Morgante_(1991)b;Pinaceae;Pinus;heldreichii;Pinus_heldreichii;G;Perennial;Tree;9.162894007;;;38.82622752;;2;0.84;;;0.029;292;Morgante, M., Vendramin G. G., and Olivieri, A. M. 1991. Mating system analysis in Pinus leucodermis Ant.: detection of self-fertilization in natural populations. Heredity. 67: 197-203.
Morgante_(1994);Pinaceae;Pinus;heldreichii;Pinus_heldreichii;G;Perennial;Tree;9.162894007;;;38.82622752;;2;0.799;;;;292;Morgante M., Rossi P., Vendramin G.G., G. Boscherini. 1994. Low level of outcrossing in Pinus leucodermis: futher evidences in artificial stand. Can. J. Bot. 72:1289_1293.
deLucas_(2008);Pinaceae;Pinus;pinaster;Pinus_pinaster;G;Perennial;Tree;2.4;0.82;0.29;30;;6;0.979;;;0.011;37988;deLucas, A. I., Arnuncio, J. J. R., Hidalgo, E., Gonzalez-Martinez, S. C. 2008. Mating system and pollen gene flow in Mediterraean maritime pine. Heredity. 100: 390-399.
deLucas_(2008);Pinaceae;Pinus;pinaster;Pinus_pinaster;G;Perennial;Tree;2.4;0.82;0.29;30;;6;0.951;;;0.04;37988;deLucas, A. I., Arnuncio, J. J. R., Hidalgo, E., Gonzalez-Martinez, S. C. 2008. Mating system and pollen gene flow in Mediterraean maritime pine. Heredity. 100: 390-399.
deLucas_(2008);Pinaceae;Pinus;pinaster;Pinus_pinaster;G;Perennial;Tree;2.4;0.82;0.29;30;;6;1;;;0;37988;deLucas, A. I., Arnuncio, J. J. R., Hidalgo, E., Gonzalez-Martinez, S. C. 2008. Mating system and pollen gene flow in Mediterraean maritime pine. Heredity. 100: 390-399.
Mitton_(1981);Pinaceae;Pinus;ponderosa;Pinus_ponderosa;G;Perennial;Tree;16.5;;;38.26315038;;1;0.94;;;;7776;Mitton JB, Linhart YB, Davis ML, KB Sturgeon. 1981. Estimation of outcrossing in Ponderosa pine, Pinus ponderosa Laws., from patterns of segregation of protein polymorphisms and from frequencies of albino seedlings. Silvae Genetica 30: 117_121
Farris_(1984);Pinaceae;Pinus;ponderosa;Pinus_ponderosa;G;Perennial;Tree;16.5;;;38.26315038;;1;0.96;;;0.046;7776;Farris MA, JB Mitton. 1984. Population density, outcorssing rate, and heterozygote superiority in Ponderosa pine. Evolution 38(5):1151_1154
Farris_(1984);Pinaceae;Pinus;ponderosa;Pinus_ponderosa;G;Perennial;Tree;16.5;;;38.26315038;;1;0.83;;;;7776;Farris MA, JB Mitton. 1984. Population density, outcorssing rate, and heterozygote superiority in Ponderosa pine. Evolution 38(5):1151_1154
Gibson_(1991);Pinaceae;Pinus;pungens;Pinus_pungens;G;Perennial;Tree;18.84800788;;;38.01219186;;1;1.12;;;;599;Gibson JP, JL Hamrick. 1991. Heterogeneity in pollen allele frequencies among cones, whorls, and trees of Table Mountain pine (Pinus pungens). Am J Bot 78:1244_1251
Fowler_(1965);Pinaceae;Pinus;resinosa;Pinus_resinosa;G;Perennial;Tree;7.606773861;;;41.50140975;;1;0.81;;;;2852;Fowler, D. P. 1965. Effects of inbreeding in red pine, Pinus resinosa Ait. III. Factors affecting natural selfing. Silvae Genetica 14:37_46.
Guries_(1982);Pinaceae;Pinus;rigida;Pinus_rigida;G;Perennial;Tree;18.84800788;;;38.01219186;;1;0.95;;;;3965;Guries RP, FT Ledig. 1982. Genetic diversity and population structure in pitch pine (Pinus rigida Mill.). Evolution 36:387_402
Politov_(1990);Pinaceae;Pinus;sibirica;Pinus_sibirica;G;Perennial;Tree;11.51646693;;;40.37452561;;4;0.854;;;;726;Politov D.V., K.V. Krutovskii. 1990. Genetic variability in Siberian stone pine, Pinus sibirica Du Tour. V. Analysis of mating system. Genetika (Russian) 26(11): 2002_2011 (translated in English as Soviet Genetics (1991) 26: 1309_1316).
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.899;;;0.016;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.916;;;0.009;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.991;;;0.039;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.879;;;0.012;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.92;;;0.008;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.867;;;0.018;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.971;;;0.007;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.98;;;0.007;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Rajora_(2002);Pinaceae;Pinus;strobus;Pinus_strobus;G;Perennial;Tree;11.57248687;;;40;20;10;0.889;;;0.007;18331;Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.
Robledo_(2004);Pinaceae;Pinus;sylvestris;Pinus_sylvestris;G;Perennial;Tree;4.99;;;46;15;7;0.925;;;;428860;Robledo_Arnuncio, J. J., R. Alia, and L. Gil. 2004. Increased selfing and correlated paternity in a small population of a predominantly outcrossing conifer, Pinus sylvestris. Molecular Ecology 13:2567_2577.
Karkkainen_(1993);Pinaceae;Pinus;sylvestris;Pinus_sylvestris;G;Perennial;Tree;4.99;;;46;15;7;0.976;;;0.009;428860;Karkkainen K, O Savolainen. 1993. The degree of early inbreeding depression determines the selfing rate at the seed stage: model and results from Pinus sylvestris (Scots pine). Heredity 71:160_166
Polowick_(2002);Fabaceae;Pisum;sativum;Pisum_sativum;D;Annual;Liana;20.75;;;1;0.3;15;0.07;;;;107897;Polowick P.L., Vandenberg A., J.D. Mahon. 2002. Field assessment of outcrossing from transgenic pea (Pisum sativum L.) plants. Transgenic Res 11:515_519.
Piper_(1984);Primulaceae;Primula;vulgaris;Primula_vulgaris;D;Perennial;Herb;28.6;;;0.15;0.08;1;0.852;;;;69103;Piper, J. G., B. Charlesworth, and D. Charlesworth. 1984. A high rate of self_fertilization and increased seed fertility of homostyle primroses. Nature 310:50_51.
Gomory_(2001);Rosaceae;Prunus;avium;Prunus_avium;D;Perennial;Tree;10.1;0.468;0.27;25;2;62;0.949;;;;286071;Gomory, D., and L. Paule. 2001. Spatial structure and mating system in wild cherry (Prunus avium) population. Biologia 56:117_123.
Sorensen_(1973);Pinaceae;Pseudotsuga;menziesii;Pseudotsuga_menziesii;G;Perennial;Tree;7.17;;;90;40;14;0.931;;;;41374;Sorensen FC. 1973. Frequency of seedlings from natural self_fertilization in coastal Douglas fir. Silvae Genetica 22:20_24
Neale_(1985)b;Pinaceae;Pseudotsuga;menziesii;Pseudotsuga_menziesii;G;Perennial;Tree;7.17;;;90;40;14;0.965;;;;41374;Neale DB, WT Adams. 1985. The mating system in natural shelterwood stands of Douglas fir. Theor Appl Genet 71:201_207
Yeh_(1987);Pinaceae;Pseudotsuga;menziesii;Pseudotsuga_menziesii;G;Perennial;Tree;7.17;;;90;40;14;0.887;;;;41374;Yeh FC, K Morgan. 1987. Mating system and multilocus associations in a natural population of Pseudotsuga menziesii (Mirb.) Franco. Theor Appl Genet 73:799_808
ElKassaby_(1981);Pinaceae;Pseudotsuga;menziesii;Pseudotsuga_menziesii;G;Perennial;Tree;7.17;;;90;40;14;0.9;;;;41374;El_Kassaby YA, Yeh FC, O Sziklai. 1981. Estimation of the outcrossing rate of Douglas_Fir (Pseudotsuga menziesii (Mirb.) franco) using allozyme polymorphisms. Silvae Genetica 30:182_184
Shaw_(1982);Pinaceae;Pseudotsuga;menziesii;Pseudotsuga_menziesii;G;Perennial;Tree;7.17;;;90;40;14;0.9;;;;41374;Shaw DV, RW Allard. 1982. Estimation of outcrossing rates in Douglas_fir using isozyme markers. Theor Appl Genet 62:113_120
Vranckx_(2014);Fagaceae;Quercus;robur_subsp._robur;Quercus_robur_subsp._robur;D;Perennial;Tree;19.4;20.1;3.5;50;;229;0.999;;;0.001;23705;"	Vranckx, G., J. Mergeay, K. Cox, B. Muys, H. Jacquemyn, and O. Honnay. 2014. Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak (Quercus robur L.). Forest Ecology and Management 328:254-261."
Vranckx_(2014);Fagaceae;Quercus;robur_subsp._robur;Quercus_robur_subsp._robur;D;Perennial;Tree;19.4;20.1;3.5;50;;229;0.999;;;0;23705;"	Vranckx, G., J. Mergeay, K. Cox, B. Muys, H. Jacquemyn, and O. Honnay. 2014. Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak (Quercus robur L.). Forest Ecology and Management 328:254-261."
Vranckx_(2014);Fagaceae;Quercus;robur_subsp._robur;Quercus_robur_subsp._robur;D;Perennial;Tree;19.4;20.1;3.5;50;;229;0.999;;;0;23705;"	Vranckx, G., J. Mergeay, K. Cox, B. Muys, H. Jacquemyn, and O. Honnay. 2014. Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak (Quercus robur L.). Forest Ecology and Management 328:254-261."
Vranckx_(2014);Fagaceae;Quercus;robur_subsp._robur;Quercus_robur_subsp._robur;D;Perennial;Tree;19.4;20.1;3.5;50;;229;0.998;;;0;23705;"	Vranckx, G., J. Mergeay, K. Cox, B. Muys, H. Jacquemyn, and O. Honnay. 2014. Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak (Quercus robur L.). Forest Ecology and Management 328:254-261."
Vranckx_(2014);Fagaceae;Quercus;robur_subsp._robur;Quercus_robur_subsp._robur;D;Perennial;Tree;19.4;20.1;3.5;50;;229;0.998;;;0.001;23705;"	Vranckx, G., J. Mergeay, K. Cox, B. Muys, H. Jacquemyn, and O. Honnay. 2014. Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak (Quercus robur L.). Forest Ecology and Management 328:254-261."
Vranckx_(2014);Fagaceae;Quercus;robur_subsp._robur;Quercus_robur_subsp._robur;D;Perennial;Tree;19.4;20.1;3.5;50;;229;0.998;;;0;23705;"	Vranckx, G., J. Mergeay, K. Cox, B. Muys, H. Jacquemyn, and O. Honnay. 2014. Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak (Quercus robur L.). Forest Ecology and Management 328:254-261."
Vranckx_(2014);Fagaceae;Quercus;robur_subsp._robur;Quercus_robur_subsp._robur;D;Perennial;Tree;19.4;20.1;3.5;50;;229;0.998;;;0;23705;"	Vranckx, G., J. Mergeay, K. Cox, B. Muys, H. Jacquemyn, and O. Honnay. 2014. Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak (Quercus robur L.). Forest Ecology and Management 328:254-261."
Vranckx_(2014);Fagaceae;Quercus;robur_subsp._robur;Quercus_robur_subsp._robur;D;Perennial;Tree;19.4;20.1;3.5;50;;229;0.998;;;0;23705;"	Vranckx, G., J. Mergeay, K. Cox, B. Muys, H. Jacquemyn, and O. Honnay. 2014. Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak (Quercus robur L.). Forest Ecology and Management 328:254-261."
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;1;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;1;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;1;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.96;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.96;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.95;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.92;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.91;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.9;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.87;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.84;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.84;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.84;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.82;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.82;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.81;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.8;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.74;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.72;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.66;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.59;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.55;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
Surles_(1990);Fabaceae;Robinia;pseudoacacia;Robinia_pseudoacacia;D;Perennial;Tree;18.73;;;30;15;9;0.46;;;;131006;Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.
vanTreuren_(1993);Lamiaceae;Salvia;pratensis;Salvia_pratensis_subsp._pratensis;D;Perennial;Herb;25.92;;;1;0.25;2;0.669;;;0.079;9839;vanTreuren, R., R. Bijlsma, N. J. Ouborg, and W. vanDelden. 1993. The effects of population size and plant density on outcrossing rates in locally endangered Salvia pratensis. Evolution 47:1094_1104.
vanTreuren_(1993);Lamiaceae;Salvia;pratensis;Salvia_pratensis_subsp._pratensis;D;Perennial;Herb;25.92;;;1;0.25;2;0.818;;;0.087;9839;vanTreuren, R., R. Bijlsma, N. J. Ouborg, and W. vanDelden. 1993. The effects of population size and plant density on outcrossing rates in locally endangered Salvia pratensis. Evolution 47:1094_1104.
vanTreuren_(1993);Lamiaceae;Salvia;pratensis;Salvia_pratensis_subsp._pratensis;D;Perennial;Herb;25.92;;;1;0.25;2;0.382;;;0.092;9839;vanTreuren, R., R. Bijlsma, N. J. Ouborg, and W. vanDelden. 1993. The effects of population size and plant density on outcrossing rates in locally endangered Salvia pratensis. Evolution 47:1094_1104.
vanTreuren_(1993);Lamiaceae;Salvia;pratensis;Salvia_pratensis_subsp._pratensis;D;Perennial;Herb;25.92;;;1;0.25;2;0.711;;;0.051;9839;vanTreuren, R., R. Bijlsma, N. J. Ouborg, and W. vanDelden. 1993. The effects of population size and plant density on outcrossing rates in locally endangered Salvia pratensis. Evolution 47:1094_1104.
Musche_(2008);Rosaceae;Sanguisorba;officinalis;Sanguisorba_officinalis;D;Perennial;Herb;15.43;;;1;0.15;21;0.856;;;;100243;Musche, M., Settele, J., and Durka, W. 2008. Genetic population structure and reproductive fitness in the plant Sanguisorba officinalis in populations supporting colonies of an endangered Maculinea butterfly. International Journal of Plant Sciences. 169: 253-262.
Musche_(2008);Rosaceae;Sanguisorba;officinalis;Sanguisorba_officinalis;D;Perennial;Herb;15.43;;;1;0.15;21;0.972;;;;100243;Musche, M., Settele, J., and Durka, W. 2008. Genetic population structure and reproductive fitness in the plant Sanguisorba officinalis in populations supporting colonies of an endangered Maculinea butterfly. International Journal of Plant Sciences. 169: 253-262.
Abbott_(1993);Asteraceae;Senecio;squalidus;Senecio_squalidus;D;Perennial;Herb;27.08;;;0.33;0.14;4;0.719;;;0.15;9300;Abbott RJ, DG Forbes. 1993. Outcrossing rate and self_incompatibility in the colonizing species Senecio squalidus.. Heredity 71:155_159
Abbott_(1993);Asteraceae;Senecio;squalidus;Senecio_squalidus;D;Perennial;Herb;27.08;;;0.33;0.14;4;1.116;;;0.099;9300;Abbott RJ, DG Forbes. 1993. Outcrossing rate and self_incompatibility in the colonizing species Senecio squalidus.. Heredity 71:155_159
Abbott_(1993);Asteraceae;Senecio;squalidus;Senecio_squalidus;D;Perennial;Herb;27.08;;;0.33;0.14;4;0.902;;;0.064;9300;Abbott RJ, DG Forbes. 1993. Outcrossing rate and self_incompatibility in the colonizing species Senecio squalidus.. Heredity 71:155_159
Abbott_(1993);Asteraceae;Senecio;squalidus;Senecio_squalidus;D;Perennial;Herb;27.08;;;0.33;0.14;4;0.978;;;0.065;9300;Abbott RJ, DG Forbes. 1993. Outcrossing rate and self_incompatibility in the colonizing species Senecio squalidus.. Heredity 71:155_159
Marshall_(1982);Asteraceae;Senecio;squalidus;Senecio_squalidus;D;Perennial;Herb;27.08;;;0.33;0.14;4;0.0483;;;;9300;Marshall DF, RJ Abbott. 1982. Polymorphism for outcrossing frequency at the ray floret locus in Senecio vulgaris LI Evidence. Heredity 48:227_235
Marshall_(1982);Asteraceae;Senecio;squalidus;Senecio_squalidus;D;Perennial;Herb;27.08;;;0.33;0.14;4;0.0675;;;;9300;Marshall DF, RJ Abbott. 1982. Polymorphism for outcrossing frequency at the ray floret locus in Senecio vulgaris LI Evidence. Heredity 48:227_235
Damgaard_(1995)b;Asteraceae;Senecio;vulgaris;Senecio_vulgaris;D;Annual;Herb;38.5;;;0.3;0.1;15;0.21;;;;265673;Damgaard, C., and R. J. Abbott. 1995. Positive correlations between selfing rate and pollen_ovule ratio within plant populations. Evolution 49:214_217.
Hetz_(1995);Asteraceae;Silybum;marianum;Silybum_marianum;D;Biennial;Herb;18.45745888;;;1.4;0.3;3;0.02;;;;20955;Hetz E, Liersch R, O Schieder. 1995. Genetic Investigations on Silybum marianum and S. eburneum with respect to leaf colour, outcrossing ratio, and flavonolignan composition. Planta Medica 61:54_57.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.574;;;0.02;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.554;;;0.007;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.656;;;0.03;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.592;;;0.023;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.089;;;0.045;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
